48,2006-02-08 12:03:12.460,2006-02-09 14:11:40.453,700,
49,2006-02-09 14:28:12.587,2006-03-22 18:41:37.243,69,
50,2006-02-10 14:05:56.770,2006-02-12 19:17:14.230,253,
51,2006-02-11 06:42:04.960,2006-03-27 00:03:14.760,564,
52,2006-02-12 00:10:36.457,2006-02-15 13:54:17.177,346,
53,2006-02-12 04:00:31.857,2006-03-28 14:37:43.230,282,
54,2006-02-12 10:49:34.253,2006-03-16 14:21:01.597,377,
55,2006-02-13 17:48:19.400,2006-03-20 14:34:22.087,642,
56,2006-02-14 14:42:04.097,2006-04-04 02:13:09.047,575,
57,2006-02-16 01:47:44.200,2006-03-05 07:58:15.417,344,
58,2006-02-17 02:36:40.357,2006-02-21 23:33:37.060,649,
59,2006-02-18 02:37:38.320,2006-03-10 15:29:45.177,717,
60,2006-02-18 18:24:02.673,2006-03-25 05:18:53.953,235,
61,2006-02-20 00:48:55.597,2006-03-19 22:32:37.417,552,
62,2006-02-20 01:03:30.797,2006-02-28 06:55:52.593,346,
63,2006-02-21 02:42:17.703,2006-03-12 04:09:12.120,760,
64,2006-02-22 16:37:20.613,2006-04-02 10:05:18.843,540,
65,2006-02-24 01:35:36.917,2006-03-16 02:28:38.050,22,
66,2006-02-25 08:40:18.213,2006-03-02 11:01:32.347,504,
67,2006-02-26 05:16:56.990,2006-03-13 00:16:45.737,695,
68,2006-02-27 18:38:55.220,2006-04-01 03:37:37.060,695,
69,2006-03-01 07:43:22.570,2006-03-25 02:45:08.533,12,
70,2006-03-02 06:14:28.850,2006-03-03 18:49:15.903,215,
71,2006-03-02 10:23:34.337,2006-04-05 10:18:17.137,692,
72,2006-03-03 00:23:40.723,2006-04-18 02:31:30.597,747,
73,2006-03-04 11:49:47.523,2006-03-31 01:58:54.747,281,
74,2006-03-05 17:45:53.313,2006-03-18 02:57:38.810,438,
75,2006-03-06 11:33:48.460,2006-03-15 13:19:42.317,136,
76,2006-03-07 02:44:54.557,2006-04-20 18:22:15.037,548,
77,2006-03-07 23:11:09.947,2006-04-04 15:02:00.013,368,
78,2006-03-07 23:28:46.260,2006-04-01 04:41:27.130,605,
79,2006-03-09 08:13:38.283,2006-03-22 13:04:32.923,723,
80,2006-03-09 12:55:58.267,2006-04-07 07:40:13.210,176,
81,2006-03-09 21:24:18.090,2006-04-03 09:54:49.717,251,
82,2006-03-10 12:02:38.323,2006-04-29 03:32:50.640,284,
83,2006-03-11 18:53:45.320,2006-03-31 12:53:37.037,283,
84,2006-03-12 13:33:34.950,2006-04-12 02:52:37.687,555,
85,2006-03-13 10:41:06.877,2006-05-01 07:38:14.370,449,
86,2006-03-13 14:19:22.227,2006-03-23 22:52:52.537,363,
87,2006-03-14 15:07:22.647,2006-03-15 10:53:19.887,343,
88,2006-03-15 10:45:11.380,2006-04-07 07:00:38.847,97,
89,2006-03-16 00:28:09.237,2006-03-22 12:04:06.553,423,
90,2006-03-16 23:47:48.400,2006-04-29 22:11:18.160,736,
91,2006-03-17 14:51:15.483,2006-04-22 00:30:04.610,635,
92,2006-03-17 16:12:17.807,2006-04-15 16:25:03.353,416,
93,2006-03-19 01:26:37.793,2006-04-22 07:16:18.150,206,
94,2006-03-20 02:11:50.263,2006-05-05 23:01:04.253,250,
95,2006-03-21 09:45:16.963,2006-04-05 19:26:41.063,416,
96,2006-03-22 08:16:04.767,2006-04-22 16:22:48.697,538,
97,2006-03-23 11:16:30.913,2006-04-20 00:47:39.730,504,
98,2006-03-24 23:25:14.233,2006-05-08 12:29:24.650,679,
99,2006-03-25 23:15:06.757,2006-05-13 07:54:16.843,665,
100,2006-03-27 02:17:16.243,2006-04-09 15:30:06.703,557,
101,2006-03-28 10:57:07.423,2006-04-18 14:40:42.537,529,
102,2006-03-29 14:04:07.150,2006-05-16 20:39:43.177,79,
103,2006-03-30 04:15:04.223,2006-04-17 21:23:29.333,440,
104,2006-03-31 03:42:57.273,2006-04-21 12:56:13.913,430,
105,2006-03-31 05:14:32.790,2006-05-19 14:06:17.790,42,
106,2006-03-31 17:58:41.093,2006-04-12 23:55:32.967,57,
107,2006-04-02 04:42:43.817,2006-04-08 02:11:38.840,665,
108,2006-04-02 06:23:28.403,2006-05-09 15:56:07.363,168,
109,2006-04-02 09:17:56.260,2006-04-28 13:52:13.567,337,
110,2006-04-02 17:35:36.520,2006-05-18 19:16:51.320,651,
111,2006-04-03 23:28:33.423,2006-05-18 18:30:36.057,249,
112,2006-04-04 03:59:43.820,2006-04-28 09:29:32.907,150,
113,2006-04-04 20:57:36.237,2006-05-12 13:05:15.290,95,
114,2006-04-05 17:03:42.753,2006-04-25 05:49:58.963,656,
115,2006-04-06 17:32:42.877,2006-05-17 06:26:56.003,466,
116,2006-04-07 23:50:12.343,2006-05-17 07:16:36.983,134,
117,2006-04-09 01:14:48.140,2006-05-22 06:27:29.860,230,
118,2006-04-09 06:47:42.747,2006-05-28 06:36:39.303,584,
119,2006-04-10 13:19:30.113,2006-05-12 09:51:22.290,31,
120,2006-04-11 00:14:42.457,2006-05-29 00:36:43.420,348,
121,2006-04-11 13:07:08.383,2006-05-25 00:40:40.330,640,
122,2006-04-12 12:17:25.913,2006-04-18 12:17:23.100,510,
123,2006-04-13 20:35:25.033,2006-05-21 14:10:09.000,633,
124,2006-04-14 11:31:57.927,2006-05-18 19:38:10.590,557,
125,2006-04-15 19:16:09.047,2006-05-08 00:06:26.893,30,
126,2006-04-16 10:00:29.947,2006-05-30 08:49:12.433,394,
127,2006-04-17 22:52:19.673,2006-04-20 17:35:24.923,648,
128,2006-04-18 06:20:32.310,2006-05-30 13:50:28.113,197,
129,2006-04-18 06:47:05.833,2006-05-11 19:05:36.413,613,
130,2006-04-19 01:36:00.653,2006-06-03 11:52:30.433,33,
131,2006-04-19 22:26:21.067,2006-06-04 09:11:13.133,96,
132,2006-04-20 08:00:18.883,2006-06-01 16:25:43.790,350,
133,2006-04-20 12:12:28.937,2006-05-14 04:55:52.433,702,
134,2006-04-21 06:43:19.120,2006-05-24 11:04:14.397,746,
135,2006-04-22 07:49:17.420,2006-06-06 11:28:44.297,335,
136,2006-04-22 08:44:14.703,2006-04-27 12:19:37.133,459,
137,2006-04-23 17:36:57.997,2006-06-04 22:47:51.723,697,
138,2006-04-24 19:33:50.467,2006-05-31 06:27:17.873,637,
139,2006-04-26 08:06:04.667,2006-05-27 02:01:53.550,151,
140,2006-04-27 15:45:13.453,2006-06-03 03:22:48.927,35,
141,2006-04-29 00:12:36.470,2006-05-09 10:26:30.457,652,
142,2006-04-29 14:18:14.100,2006-05-18 16:02:34.293,215,
143,2006-04-29 23:37:52.850,2006-06-04 17:31:38.917,508,
144,2006-04-30 01:35:02.583,2006-05-24 18:40:28.863,548,
145,2006-04-30 17:30:58.037,2006-05-12 02:42:41.447,503,
146,2006-05-01 04:23:48.197,2006-05-28 12:00:57.243,50,
147,2006-05-01 19:13:12.220,2006-05-11 19:03:22.813,106,
148,2006-05-03 04:50:14.547,2006-06-06 00:30:39.433,575,
149,2006-05-04 14:57:00.647,2006-06-21 18:13:45.803,760,
150,2006-05-05 11:47:08.787,2006-06-23 12:07:33.300,748,
151,2006-05-07 01:31:54.963,2006-05-11 00:33:04.907,227,
152,2006-05-08 04:34:47.113,2006-05-25 12:35:46.690,626,
153,2006-05-09 02:29:37.077,2006-05-28 15:35:22.837,549,
154,2006-05-10 12:39:29.220,2006-05-15 01:58:40.330,190,
155,2006-05-10 17:34:47.830,2006-06-11 13:46:03.213,100,
156,2006-05-10 21:02:07.707,2006-06-06 21:24:47.733,522,
157,2006-05-12 08:39:24.190,2006-05-20 04:54:56.543,441,
158,2006-05-13 17:54:40.367,2006-05-18 03:56:42.220,657,
159,2006-05-13 19:09:41.303,2006-06-12 15:04:26.427,722,
160,2006-05-14 07:08:43.717,2006-05-29 18:52:22.930,749,
161,2006-05-14 16:09:23.180,2006-06-07 20:59:45.953,8,
162,2006-05-16 00:33:07.377,2006-06-22 22:11:24.407,726,
163,2006-05-17 03:58:31.307,2006-06-22 23:47:53.600,650,
164,2006-05-17 06:40:15.147,2006-05-27 11:56:38.400,405,
165,2006-05-17 15:43:06.373,2006-06-09 13:41:08.943,202,
166,2006-05-18 12:53:55.890,2006-06-06 21:44:13.497,424,
167,2006-05-19 14:29:05.493,2006-06-08 16:42:17.637,504,
168,2006-05-20 15:01:56.367,2006-06-02 08:46:35.407,259,
169,2006-05-21 23:48:30.650,2006-06-11 23:31:22.207,627,
170,2006-05-22 02:25:18.180,2006-05-24 11:46:29.227,140,
171,2006-05-22 21:13:30.810,2006-06-27 12:21:12.907,355,
172,2006-05-24 03:56:21.873,2006-07-04 14:51:20.983,474,
173,2006-05-25 05:00:18.663,2006-05-30 18:11:16.537,252,
174,2006-05-26 18:02:43.537,2006-06-09 23:20:08.680,520,
175,2006-05-28 06:18:56.510,2006-06-16 04:40:40.857,432,
176,2006-05-28 21:26:27.037,2006-06-13 09:44:46.377,141,
177,2006-05-30 05:26:48.803,2006-06-09 16:16:48.247,629,
178,2006-05-31 08:21:09.787,2006-06-25 07:56:29.247,33,
179,2006-05-31 19:58:34.890,2006-06-14 08:21:34.713,262,
180,2006-06-01 18:58:53.220,2006-07-19 20:51:57.933,92,
181,2006-06-02 03:05:43.030,2006-07-04 09:45:29.977,680,
182,2006-06-02 22:36:27.153,2006-07-09 05:55:23.073,764,
183,2006-06-03 07:14:19.817,2006-07-18 22:24:48.030,185,
184,2006-06-04 19:40:25.377,2006-07-22 08:25:21.637,586,
185,2006-06-05 15:39:38.647,2006-07-16 08:24:30.430,291,
186,2006-06-06 23:45:09.057,2006-07-08 23:17:49.413,575,
187,2006-06-08 02:11:35.520,2006-06-24 19:37:40.353,398,
188,2006-06-08 22:53:52.823,2006-06-11 04:16:57.443,585,
189,2006-06-10 02:26:38.560,2006-07-15 07:35:53.487,702,
190,2006-06-10 18:45:39.220,2006-07-01 01:00:24.843,247,
191,2006-06-11 16:38:41.643,2006-06-30 12:14:03.697,756,
192,2006-06-13 02:02:40.827,2006-06-26 05:40:20.267,454,
193,2006-06-14 04:41:18.507,2006-06-18 10:13:26.483,588,
194,2006-06-15 04:23:25.717,2006-07-11 16:37:10.703,116,
195,2006-06-15 19:26:11.313,2006-07-23 07:40:25.883,731,
196,2006-06-16 02:08:08.267,2006-08-03 08:45:00.300,234,
197,2006-06-16 23:59:57.187,2006-06-21 08:04:11.733,349,
198,2006-06-17 09:34:49.320,2006-06-18 01:53:44.673,369,
199,2006-06-18 02:53:27.797,2006-07-16 14:50:23.063,449,
200,2006-06-19 11:43:12.730,2006-07-13 03:42:08.117,486,
201,2006-06-20 11:26:01.617,2006-06-21 03:00:00.820,617,
202,2006-06-21 13:17:28.780,2006-06-24 03:01:37.060,700,
203,2006-06-22 08:08:50.070,2006-07-15 16:28:49.757,582,
204,2006-06-22 22:51:56.217,2006-08-09 07:57:08.677,694,
205,2006-06-22 23:14:28.003,2006-06-28 07:40:01.813,454,
206,2006-06-23 20:29:19.193,2006-07-26 16:48:44.870,355,
207,2006-06-24 19:55:08.287,2006-07-22 12:29:24.827,675,
208,2006-06-25 19:57:56.500,2006-07-31 08:14:18.550,585,
209,2006-06-27 09:04:50.827,2006-07-26 10:37:29.257,393,
210,2006-06-28 02:33:43.677,2006-08-01 14:36:45.797,615,
211,2006-06-28 10:19:46.023,2006-08-09 12:23:34.187,661,
212,2006-06-29 02:07:10.170,2006-07-11 01:51:56.370,582,
213,2006-06-29 12:02:22.540,2006-07-30 10:01:48.023,564,
214,2006-07-01 01:15:44.547,2006-08-04 18:10:05.207,388,
215,2006-07-02 04:39:42.080,2006-07-19 14:26:59.763,52,
216,2006-07-02 23:02:41.620,2006-08-19 10:48:29.900,94,
217,2006-07-03 15:21:28.027,2006-08-10 16:16:17.443,623,
218,2006-07-03 19:28:30.047,2006-07-20 03:33:52.007,512,
219,2006-07-04 23:16:55.963,2006-07-13 23:01:23.693,91,
220,2006-07-05 05:33:10.167,2006-08-05 11:25:26.263,621,
221,2006-07-05 21:47:21.483,2006-08-21 12:23:18.400,617,
222,2006-07-06 21:46:01.423,2006-08-20 09:11:34.777,196,
223,2006-07-07 04:39:24.360,2006-07-08 16:23:18.653,676,
224,2006-07-07 16:45:43.363,2006-07-28 21:06:39.337,44,
225,2006-07-08 12:10:42.547,2006-08-19 08:38:15.863,175,
226,2006-07-09 01:12:06.773,2006-08-23 02:12:43.937,326,
227,2006-07-10 14:41:59.833,2006-08-17 16:23:00.483,685,
228,2006-07-11 23:38:09.033,2006-07-18 04:34:32.590,526,
229,2006-07-12 01:07:56.063,2006-08-16 11:04:48.510,596,
230,2006-07-12 09:34:53.907,2006-08-30 15:32:15.997,105,
231,2006-07-13 12:14:22.813,2006-07-16 15:52:13.717,428,
232,2006-07-14 09:02:50.723,2006-08-20 19:16:51.993,549,
233,2006-07-15 10:02:05.320,2006-08-18 03:04:10.343,464,
234,2006-07-16 21:28:02.610,2006-08-26 16:49:51.703,685,
235,2006-07-17 06:50:10.280,2006-08-25 08:04:42.293,60,
236,2006-07-18 02:36:54.523,2006-07-28 23:23:36.983,67,
237,2006-07-18 12:40:13.787,2006-08-28 14:57:32.257,733,
238,2006-07-19 22:59:53.227,2006-07-20 07:44:00.600,702,
239,2006-07-19 23:18:29.853,2006-07-21 03:00:54.313,538,
240,2006-07-20 12:17:52.837,2006-08-08 07:53:00.410,607,
241,2006-07-21 20:30:43.617,2006-07-31 08:02:18.790,771,
242,2006-07-21 23:29:47.967,2006-08-06 12:15:36.373,276,
243,2006-07-22 07:23:58.603,2006-08-19 20:29:06.810,102,
244,2006-07-23 07:39:15.220,2006-09-04 20:31:59.163,161,
245,2006-07-24 12:18:46.410,2006-08-25 05:03:08.300,539,
246,2006-07-25 03:14:17.757,2006-08-21 07:27:49.107,391,
247,2006-07-25 17:08:47.387,2006-08-30 14:37:23.567,656,
248,2006-07-27 03:51:08.120,2006-08-17 07:09:20.167,739,
249,2006-07-27 23:19:39.077,2006-07-29 12:54:28.823,376,
250,2006-07-29 04:19:26.637,2006-08-16 09:53:04.993,26,
251,2006-07-30 06:39:19.820,2006-08-25 12:59:12.210,635,
252,2006-07-30 23:12:48.083,2006-08-14 10:12:11.950,713,
253,2006-08-01 02:39:20.770,2006-08-19 14:55:09.570,771,
254,2006-08-01 11:25:53.970,2006-08-12 03:49:55.383,207,
255,2006-08-01 23:43:20.143,2006-08-19 18:38:07.423,62,
256,2006-08-02 04:19:11.053,2006-08-11 09:56:54.393,371,
257,2006-08-02 05:31:21.700,2006-08-03 11:09:51.680,289,
258,2006-08-02 19:32:26.113,2006-08-07 07:14:54.160,260,
259,2006-08-04 07:39:44.650,2006-09-23 01:04:34.527,387,
260,2006-08-05 09:33:02.330,2006-08-16 00:14:16.910,184,
261,2006-08-06 15:11:25.647,2006-08-22 19:01:30.893,516,
262,2006-08-07 09:52:26.320,2006-08-28 21:59:15.857,529,
263,2006-08-08 12:52:16.037,2006-09-15 06:02:40.220,747,
264,2006-08-09 21:38:43.517,2006-09-13 15:59:56.727,361,
265,2006-08-10 01:52:43.593,2006-09-09 12:30:08.097,419,
266,2006-08-10 14:25:15.983,2006-08-17 01:05:36.967,238,
267,2006-08-11 13:09:59.823,2006-09-03 20:45:44.413,237,
268,2006-08-13 02:41:51.180,2006-09-27 19:02:18.363,160,
269,2006-08-13 16:40:43.587,2006-08-28 17:41:33.140,692,
270,2006-08-14 22:27:51.910,2006-08-30 05:16:30.637,242,
271,2006-08-15 00:30:59.120,2006-08-29 06:38:45.827,63,
272,2006-08-16 11:59:14.403,2006-10-02 09:40:06.383,662,
273,2006-08-16 19:12:39.650,2006-09-12 12:47:11.993,444,
274,2006-08-17 11:42:56.453,2006-09-26 20:45:51.900,375,
275,2006-08-18 06:59:18.340,2006-09-10 06:19:41.137,534,
276,2006-08-18 19:24:38.830,2006-08-18 19:34:10.340,371,
277,2006-08-20 06:53:25.733,2006-09-05 15:14:23.387,157,
278,2006-08-20 09:10:02.110,2006-08-26 22:50:54.407,360,
279,2006-08-21 09:39:55.407,2006-08-30 02:49:30.157,371,
280,2006-08-22 19:44:48.447,2006-09-20 00:01:07.897,166,
281,2006-08-23 06:32:55.910,2006-10-11 00:15:23.810,411,
282,2006-08-24 19:41:45.693,2006-09-09 02:11:22.293,542,
283,2006-08-24 21:41:00.933,2006-08-29 03:23:10.390,618,
284,2006-08-25 06:53:17.020,2006-09-21 10:14:22.553,385,
285,2006-08-25 14:15:06.700,2006-09-17 03:27:34.727,137,
286,2006-08-26 08:00:54.683,2006-09-20 15:00:41.107,307,
287,2006-08-27 19:40:39.963,2006-09-12 03:58:21.597,656,
288,2006-08-29 05:59:49.517,2006-10-04 08:19:30.937,241,
289,2006-08-29 18:02:01.130,2006-10-02 00:00:53.203,53,
290,2006-08-30 13:04:13.430,2006-09-25 15:03:29.643,397,
291,2006-08-31 03:38:24.643,2006-10-17 22:33:34.417,252,
292,2006-08-31 22:09:40.183,2006-09-01 23:57:06.790,290,
293,2006-09-01 07:54:37.590,2006-10-02 17:41:38.887,569,
294,2006-09-02 08:46:48.360,2006-10-08 21:06:34.060,481,
295,2006-09-03 02:37:32.657,2006-09-27 23:01:02.783,650,
296,2006-09-04 02:29:04.320,2006-09-14 13:47:04.957,450,
297,2006-09-04 09:22:55.877,2006-10-04 05:57:54.423,558,
298,2006-09-05 12:32:15.393,2006-10-21 19:28:52.477,393,
299,2006-09-06 15:17:47.000,2006-10-15 12:43:26.183,544,
300,2006-09-07 05:09:24.403,2006-10-26 05:05:21.777,279,
301,2006-09-08 01:58:33.543,2006-10-24 19:08:00.217,523,
302,2006-09-09 13:16:31.050,2006-09-15 11:30:38.570,385,
303,2006-09-10 09:24:13.667,2006-09-13 20:15:04.607,120,
304,2006-09-11 19:36:14.913,2006-10-17 03:36:32.427,554,
305,2006-09-11 23:35:02.410,2006-10-13 18:34:47.100,105,
306,2006-09-12 10:30:14.110,2006-09-27 06:26:10.780,283,
307,2006-09-13 18:29:39.263,2006-09-28 15:48:16.973,68,
308,2006-09-13 19:25:41.967,2006-10-30 10:57:31.887,561,
309,2006-09-15 06:17:12.517,2006-09-28 15:55:49.853,509,
310,2006-09-16 18:14:34.613,2006-10-22 04:45:10.520,368,
311,2006-09-18 02:05:39.847,2006-11-04 12:24:16.410,384,
312,2006-09-19 12:58:45.267,2006-10-24 05:46:14.347,432,
313,2006-09-20 02:02:34.160,2006-10-19 18:12:39.050,511,
314,2006-09-20 23:27:54.933,2006-10-19 20:32:19.297,46,
315,2006-09-21 00:28:03.750,2006-10-22 00:28:39.477,248,
316,2006-09-21 08:40:30.403,2006-10-14 00:21:08.043,12,
317,2006-09-22 01:16:12.073,2006-10-30 08:32:42.107,738,
318,2006-09-22 13:15:02.457,2006-11-08 18:35:11.503,12,
319,2006-09-23 17:27:09.963,2006-09-27 17:05:51.893,773,
320,2006-09-24 03:47:33.553,2006-10-20 11:22:47.257,82,
321,2006-09-24 19:32:44.810,2006-11-06 23:28:52.273,348,
322,2006-09-25 01:36:50.363,2006-10-25 09:34:21.587,732,
323,2006-09-26 05:12:12.247,2006-10-25 15:32:40.243,676,
324,2006-09-27 00:06:36.643,2006-10-08 19:42:56.383,458,
325,2006-09-28 02:28:03.017,2006-10-14 17:03:00.963,445,
326,2006-09-28 09:35:47.147,2006-10-05 19:46:54.027,456,
327,2006-09-29 03:46:15.657,2006-10-17 15:04:14.070,398,
328,2006-09-30 02:44:34.440,2006-10-29 12:52:39.400,184,
329,2006-10-01 04:37:52.927,2006-10-02 03:25:40.707,597,
330,2006-10-01 17:10:31.850,2006-11-10 14:35:18.367,387,
331,2006-10-02 12:52:23.343,2006-11-10 11:21:36.447,372,
332,2006-10-03 03:51:21.400,2006-10-24 07:59:39.577,539,
333,2006-10-03 12:47:25.447,2006-11-21 03:53:45.887,556,
334,2006-10-04 17:05:33.240,2006-11-20 04:25:27.137,237,
335,2006-10-04 18:47:06.790,2006-10-17 10:00:59.133,139,
336,2006-10-05 22:37:38.847,2006-11-03 09:47:02.997,274,
337,2006-10-07 06:40:42.710,2006-10-21 02:26:20.947,304,
338,2006-10-07 22:43:54.607,2006-11-07 11:30:13.680,554,
339,2006-10-09 06:51:32.017,2006-10-28 11:24:08.863,74,
340,2006-10-10 07:20:55.097,2006-10-16 16:06:12.687,472,
341,2006-10-11 09:13:23.357,2006-11-24 00:48:39.083,601,
342,2006-10-12 01:02:36.733,2006-11-17 15:21:50.697,50,
343,2006-10-12 01:31:24.913,2006-11-16 17:49:22.037,584,
344,2006-10-13 10:33:53.637,2006-11-19 02:34:59.960,367,
345,2006-10-14 03:03:50.653,2006-10-30 13:05:26.553,155,
346,2006-10-15 02:39:08.667,2006-11-14 12:44:27.093,254,
347,2006-10-16 09:17:43.680,2006-11-30 02:14:13.117,307,
348,2006-10-16 18:12:55.113,2006-10-27 09:52:11.373,31,
349,2006-10-17 12:08:18.603,2006-10-18 03:43:03.770,216,
350,2006-10-18 23:36:23.867,2006-11-25 07:35:58.640,15,
351,2006-10-20 12:08:02.723,2006-11-04 04:22:18.717,673,
352,2006-10-21 15:51:55.690,2006-11-08 17:01:25.973,182,
353,2006-10-22 11:02:09.387,2006-11-04 14:21:24.890,68,
354,2006-10-23 20:58:51.330,2006-11-26 03:07:12.470,612,
355,2006-10-25 09:43:08.293,2006-11-19 20:19:44.610,706,
356,2006-10-26 14:27:50.083,2006-11-20 14:22:39.377,387,
357,2006-10-27 17:56:30.180,2006-12-04 03:08:22.750,143,
358,2006-10-28 10:53:52.290,2006-12-09 02:17:17.540,593,
359,2006-10-29 13:09:21.627,2006-11-01 16:04:32.470,482,
360,2006-10-30 21:39:13.897,2006-12-08 09:32:44.497,713,
361,2006-10-31 04:55:11.983,2006-11-08 01:52:12.230,576,
362,2006-11-01 09:02:32.413,2006-11-17 22:50:05.870,494,
363,2006-11-02 06:38:03.193,2006-11-02 06:57:34.847,755,
364,2006-11-03 08:37:04.160,2006-12-13 16:24:43.303,408,
365,2006-11-03 13:56:23.607,2006-11-20 11:57:54.393,26,
366,2006-11-04 17:28:01.630,2006-11-17 23:59:27.230,192,
367,2006-11-05 02:05:44.487,2006-12-05 10:33:18.057,289,
368,2006-11-06 09:16:08.213,2006-11-28 12:11:13.627,385,
369,2006-11-07 18:14:33.553,2006-11-21 16:16:26.100,553,
370,2006-11-08 11:39:56.383,2006-12-04 06:14:57.793,234,
371,2006-11-09 23:44:32.820,2006-12-25 23:26:31.040,308,
372,2006-11-10 00:35:24.567,2006-12-28 10:46:54.713,768,
373,2006-11-11 07:22:30.687,2006-12-17 14:43:37.597,544,
374,2006-11-11 07:23:03.833,2006-12-25 23:19:04.890,142,
375,2006-11-12 01:49:25.983,2006-11-24 18:25:06.260,392,
376,2006-11-13 06:31:26.553,2006-12-23 01:30:24.803,309,
377,2006-11-14 06:21:32.560,2006-12-18 13:33:16.547,686,
378,2006-11-15 16:12:03.163,2006-12-08 04:20:29.073,666,
379,2006-11-15 23:14:58.867,2006-12-15 02:23:21.443,313,
380,2006-11-16 05:07:11.697,2006-12-22 06:28:05.910,559,
381,2006-11-17 05:43:55.420,2006-11-29 15:23:03.547,739,
382,2006-11-18 10:07:45.253,2007-01-02 07:03:23.563,332,
383,2006-11-18 22:43:33.657,2006-12-25 05:17:25.687,291,
384,2006-11-19 14:40:26.630,2006-12-22 19:01:40.587,210,
385,2006-11-19 20:53:48.260,2006-11-20 21:35:12.127,324,
386,2006-11-20 18:34:35.020,2006-12-24 03:53:16.477,548,
387,2006-11-21 12:10:01.573,2006-12-05 10:51:41.623,234,
388,2006-11-22 18:54:00.990,2006-12-09 04:27:56.740,170,
389,2006-11-23 18:33:05.003,2006-11-25 04:15:16.647,328,
390,2006-11-24 19:13:32.893,2006-12-01 13:31:36.547,49,
391,2006-11-25 16:59:45.667,2006-12-23 17:17:48.243,383,
392,2006-11-25 20:31:34.457,2006-12-29 15:25:42.670,670,
393,2006-11-26 23:06:07.060,2006-12-06 01:54:51.530,706,
394,2006-11-27 17:47:24.143,2006-12-10 04:31:40.270,646,
395,2006-11-28 14:03:54.377,2006-12-14 01:15:25.360,240,
396,2006-11-30 00:11:00.957,2006-11-30 23:38:20.197,513,
397,2006-11-30 09:28:17.443,2006-12-20 12:09:10.173,317,
398,2006-11-30 09:57:43.980,2006-12-04 23:23:24.870,515,
399,2006-12-01 23:37:46.917,2006-12-31 22:05:16.937,113,
400,2006-12-03 11:59:02.593,2006-12-30 20:34:02.393,356,
