184	20	11	3	.0000
185	20	7	5	.0000
186	21	60	2	.0000
187	21	70	2	.0000
188	21	15	3	.0000
189	22	60	2	.0000
190	22	56	2	.0000
191	22	38	6	.0000
192	22	7	5	.0000
193	22	29	5	.0000
194	22	11	3	.0000
195	22	15	6	.0000
196	22	25	4	.0000
197	22	58	5	.0000
198	22	61	3	.0000
199	22	53	3	.0000
200	22	8	5	.0000
201	22	65	5	.0000
202	22	12	5	.0000
203	22	63	2	.0000
204	23	15	5	.0000
205	23	62	1	.0000
206	23	32	2	.0000
207	23	7	5	.0000
208	23	29	3	.0000
209	23	8	1	.0000
210	23	70	3	.0000
211	23	30	3	.0000
212	23	58	3	.0000
213	23	68	3	.0000
214	23	61	2	.0000
215	23	38	3	.0000
216	23	53	2	.0000
217	23	14	6	.0000
218	23	64	4	.0000
219	23	60	4	.0000
220	23	56	2	.0000
221	23	16	5	.0000
222	23	11	5	.0000
223	23	25	4	.0000
224	23	12	2	.0000
225	24	58	1	.0100
226	24	62	4	.2300
227	24	60	2	.1600
228	24	70	5	.3900
229	24	15	6	.0600
230	25	76	5	.0000
231	25	15	6	.0000
232	25	73	1	.0000
233	25	74	4	.0000
234	25	8	2	.0000
235	25	11	5	.0000
236	25	12	3	.0000
237	25	75	4	.0000
238	25	77	1	.0000
239	25	72	2	.0000
240	25	7	3	.0000
241	25	78	4	.0000
242	25	9	6	.0000
243	26	54	4	.0000
244	26	62	6	.0000
245	26	60	5	.0000
246	26	58	4	.0000
247	26	70	6	.0000
248	26	63	2	.0000
249	27	65	4	.0000
250	27	63	5	.0000
251	27	54	3	.0000
252	27	25	4	.0000
253	28	58	4	.0000
254	28	62	5	.0000
255	28	70	2	.0000
256	29	68	3	.0900
257	29	65	5	.3900
258	30	25	4	.3000
259	30	60	3	.3300
260	30	62	6	.3900
261	30	38	4	.1100
262	30	63	6	.0500
263	30	29	5	.0200
264	30	54	4	.2400
265	30	58	2	.1300
266	30	65	5	.3200
267	30	70	5	.0300
268	30	53	1	.0900
269	31	64	5	.0000
270	31	38	5	.0000
271	31	25	2	.0000
272	31	53	5	.0000
273	31	55	6	.0000
274	31	66	3	.0000
275	31	70	2	.0000
276	31	60	6	.0000
277	31	26	4	.0000
278	31	22	2	.0000
279	31	63	2	.0000
280	31	29	5	.0000
281	31	30	6	.0000
282	31	32	2	.0000
283	31	65	4	.0000
284	31	68	4	.0000
285	31	61	5	.0000
286	31	58	5	.0000
287	31	49	3	.0000
288	31	62	4	.0000
289	31	54	3	.0000
290	32	15	3	.2700
291	32	70	1	.3300
292	32	12	5	.1800
293	32	60	5	.0600
294	33	58	3	.0000
295	34	70	5	.0000
296	34	25	2	.0000
297	34	54	5	.0000
298	34	30	5	.0000
299	34	15	6	.0000
300	34	68	3	.0000
301	34	56	4	.0000
302	34	38	1	.0000
303	34	58	3	.0000
304	34	8	5	.0000
305	34	62	3	.0000
306	34	32	5	.0000
307	34	12	6	.0000
308	34	14	6	.0000
309	34	60	5	.0000
310	34	55	3	.0000
311	34	16	5	.0000
312	34	65	3	.0000
313	34	64	6	.0000
314	34	53	1	.0000
315	34	66	3	.0000
316	34	22	2	.0000
317	34	61	3	.0000
318	34	11	3	.0000
319	34	63	2	.0000
320	34	29	6	.0000
321	34	7	1	.0000
322	34	26	4	.0000
323	35	16	4	.1100
324	35	73	3	.0500
325	35	9	4	.3100
326	35	7	5	.3400
327	35	71	1	.2100
328	35	8	3	.3000
329	35	74	5	.3600
330	35	77	2	.3900
331	35	72	3	.3400
332	35	78	2	.3800
333	36	76	2	.0000
334	36	71	5	.0000
335	36	15	4	.0000
336	36	72	3	.0000
337	36	16	6	.0000
338	36	7	6	.0000
339	36	8	4	.0000
340	36	74	1	.0000
341	36	73	5	.0000
342	36	12	5	.0000
343	36	11	6	.0000
344	37	74	4	.0000
345	37	48	5	.0000
346	37	47	3	.0000
347	37	42	4	.0000
348	37	77	4	.0000
349	37	78	3	.0000
350	37	9	4	.0000
351	37	75	2	.0000
352	38	62	4	.0000
353	39	49	1	.0000
354	40	73	5	.0000
355	41	73	2	.0000
356	42	67	4	.0000
357	43	73	5	.0000
358	44	50	2	.0000
359	45	49	1	.0000
360	46	78	4	.0000
361	47	71	2	.0000
362	48	51	2	.0000
363	49	51	4	.0000
364	50	64	2	.0000
365	51	52	2	.0000
366	52	53	1	.0000
367	53	53	2	.0000
368	54	50	5	.0000
369	55	49	1	.0000
370	56	50	5	.0000
371	57	53	6	.0000
372	58	50	5	.0000
373	59	67	3	.0000
374	60	50	5	.0000
375	61	51	5	.0000
376	62	50	4	.0000
377	63	49	3	.0000
378	64	51	2	.0000
379	65	65	4	.0000
380	66	50	5	.0000
381	67	50	1	.0000
382	68	65	5	.0000
383	69	50	4	.0000
384	70	52	5	.0000
385	71	73	5	.0000
386	72	73	5	.0000
387	73	53	6	.0000
388	74	77	5	.0000
389	75	51	2	.0000
390	76	51	4	.0000
391	77	49	6	.0000
392	78	73	5	.0000
393	79	50	4	.0000
394	80	51	5	.0000
395	81	49	4	.0000
396	82	51	5	.0000
397	83	49	4	.0000
398	84	53	6	.0000
399	85	74	4	.0000
400	86	52	5	.0000
401	87	50	2	.0000
402	88	51	2	.0000
403	89	53	3	.0000
404	90	52	6	.0000
405	91	53	2	.0000
406	92	50	1	.0000
407	93	52	5	.0000
408	94	50	2	.0000
409	95	49	2	.0000
410	96	51	4	.0000
411	97	50	5	.0000
412	98	65	5	.0000
413	99	77	4	.0000
414	100	49	4	.0000
415	101	49	4	.0000
416	102	53	2	.0000
417	103	49	1	.0000
418	104	53	5	.0000
419	105	52	5	.0000
420	106	49	1	.0000
421	107	73	4	.0000
422	108	52	3	.0000
423	109	77	4	.0000
424	110	51	6	.0000
425	111	51	1	.0000
426	112	51	2	.0000
427	113	64	6	.0000
428	114	51	3	.0000
429	115	53	5	.0000
430	116	52	1	.0000
431	117	74	6	.0000
432	118	53	3	.0000
433	119	50	2	.0000
434	120	72	6	.0000
435	121	62	3	.0000
436	122	50	5	.0000
437	123	51	2	.0000
438	124	51	3	.0000
439	125	51	6	.0000
440	126	49	5	.0000
441	127	50	6	.0000
442	128	50	6	.0000
443	129	71	2	.0000
444	130	78	2	.0000
445	131	78	4	.0000
446	132	71	4	.0000
447	133	53	4	.0000
448	134	51	4	.0000
449	135	71	4	.0000
450	136	74	2	.0000
451	137	51	4	.0000
452	138	70	5	.0000
453	139	51	3	.0000
454	140	49	4	.0000
455	141	51	5	.0000
456	142	50	3	.0000
457	143	50	6	.0000
458	144	51	4	.0000
459	145	53	3	.0000
460	146	49	4	.0000
461	147	63	4	.0000
462	148	51	6	.0000
463	149	51	6	.0000
464	150	52	3	.0000
465	151	49	2	.0000
466	152	72	5	.0000
467	153	73	4	.0000
468	154	51	4	.0000
469	155	77	3	.0000
470	156	77	6	.0000
471	157	50	3	.0000
472	158	53	5	.0000
473	159	49	2	.0000
474	160	51	4	.0000
475	161	73	1	.0000
476	162	51	2	.0000
477	163	49	2	.0000
478	164	52	5	.0000
479	165	70	4	.0000
480	166	68	1	.0000
481	167	52	6	.0000
482	168	75	3	.0000
483	169	68	1	.0000
484	170	49	2	.0000
485	171	49	4	.0000
486	172	50	3	.0000
487	173	76	4	.0000
488	174	49	6	.0000
489	175	49	3	.0000
490	176	75	3	.0000
491	177	75	5	.0000
492	178	61	2	.0000
493	179	77	3	.0000
494	180	52	5	.0000
495	181	50	3	.0000
496	182	62	2	.0000
497	183	53	5	.0000
498	184	51	4	.0000
499	185	74	2	.0800
500	185	78	3	.0600
501	185	42	3	.2000
502	185	77	1	.2800
503	185	48	6	.2400
504	185	41	5	.1300
505	185	45	3	.1800
506	185	71	3	.2900
507	185	9	3	.1000
508	185	76	6	.0100
509	186	75	5	.0000
510	186	76	5	.0000
511	186	77	5	.0000
512	186	78	2	.0000
513	187	25	2	.0000
514	187	15	4	.0000
515	187	70	6	.0000
516	187	63	6	.0000
517	187	61	4	.0000
518	187	54	4	.0000
519	187	65	5	.0000
520	187	53	3	.0000
521	187	29	4	.0000
522	187	12	3	.0000
523	188	29	4	.0000
524	188	12	4	.0000
525	188	38	4	.0000
526	188	25	4	.0000
527	189	15	4	.0000
528	189	12	5	.0000
529	189	58	6	.0000
530	190	73	3	.0000
531	190	78	3	.0000
532	190	75	1	.0000
533	190	76	5	.0000
534	190	71	5	.0000
535	191	76	4	.0000
536	191	14	5	.0000
537	191	77	2	.0000
538	191	71	6	.0000
539	191	11	3	.0000
540	191	73	5	.0000
541	191	15	4	.0000
542	191	72	6	.0000
543	191	7	5	.0000
544	191	74	3	.0000
545	191	8	2	.0000
546	192	65	5	.0000
547	192	55	2	.0000
548	192	61	3	.0000
549	192	62	2	.0000
550	192	53	5	.0000
551	192	25	6	.0000
552	192	29	5	.0000
553	192	58	5	.0000
554	192	56	1	.0000
555	192	32	4	.0000
556	192	38	4	.0000
557	193	61	3	.2500
558	193	60	4	.2900
559	193	11	2	.1800
560	193	70	3	.0600
561	193	7	2	.2300
562	193	25	2	.2100
563	193	54	6	.1100
564	193	38	4	.0700
565	193	53	2	.3100
566	193	65	3	.0400
567	193	12	2	.3400
568	193	8	2	.3700
569	194	76	2	.0000
570	195	77	3	.0000
571	195	73	1	.0000
572	195	71	3	.0000
573	195	76	5	.0000
574	195	75	3	.0000
575	195	78	2	.0000
576	196	58	2	.0000
577	197	65	4	.0000
578	197	60	2	.0000
579	197	53	5	.0000
580	197	61	2	.0000
581	197	38	5	.0000
582	197	62	6	.0000
583	197	32	4	.0000
584	197	66	3	.0000
585	197	26	4	.0000
586	197	70	1	.0000
587	197	25	3	.0000
588	197	55	3	.0000
589	197	68	2	.0000
590	198	9	5	.0000
591	198	77	1	.0000
592	199	60	3	.0000
593	199	65	5	.0000
594	199	62	2	.0000
595	199	58	5	.0000
596	199	15	1	.0000
597	199	12	5	.0000
598	199	16	4	.0000
599	199	25	3	.0000
600	199	11	3	.0000
601	199	8	5	.0000
602	199	38	2	.0000
603	199	63	5	.0000
604	199	54	1	.0000
605	199	7	4	.0000
606	200	62	2	.1100
607	200	61	6	.2400
608	200	70	2	.2900
609	200	65	5	.0600
610	200	38	2	.1200
611	200	63	2	.3000
612	200	54	5	.1100
613	200	22	4	.1300
614	200	53	6	.2400
615	200	26	2	.3200
616	200	66	2	.0400
617	200	29	5	.2600
618	200	56	3	.3800
619	201	15	3	.0000
620	201	62	5	.0000
621	201	58	3	.0000
622	201	60	3	.0000
623	202	61	5	.0000
624	202	70	3	.0000
625	202	58	3	.0000
626	202	65	5	.0000
627	202	32	4	.0000
628	202	62	3	.0000
629	202	38	2	.0000
630	202	68	6	.0000
631	202	53	4	.0000
632	202	29	3	.0000
633	202	63	5	.0000
634	202	56	4	.0000
635	203	32	3	.0000
636	203	64	5	.0000
637	203	70	2	.0000
638	203	68	5	.0000
639	203	25	2	.0000
640	203	15	4	.0000
641	203	65	6	.0000
642	203	53	3	.0000
643	203	33	3	.0000
644	203	30	2	.0000
645	203	66	2	.0000
646	203	11	3	.0000
647	203	54	5	.0000
648	203	56	5	.0000
649	203	29	4	.0000
650	203	60	6	.0000
651	203	55	5	.0000
652	203	16	5	.0000
653	203	63	6	.0000
654	203	58	2	.0000
655	203	12	5	.0000
656	203	61	5	.0000
657	203	7	1	.0000
658	203	38	2	.0000
659	203	14	4	.0000
660	203	22	6	.0000
661	203	8	2	.0000
662	204	71	1	.0000
663	204	41	5	.0000
664	204	77	2	.0000
665	204	73	5	.0000
666	204	47	4	.0000
667	204	48	6	.0000
668	204	74	2	.0000
669	204	45	2	.0000
670	204	9	5	.0000
671	205	58	6	.0000
672	205	12	3	.0000
673	205	60	4	.0000
674	205	62	5	.0000
675	206	72	2	.0000
676	206	47	1	.0000
677	206	41	5	.0000
678	206	78	6	.0000
679	206	76	5	.0000
680	206	48	2	.0000
681	206	71	4	.0000
682	206	73	1	.0000
683	206	45	4	.0000
684	207	58	3	.0000
685	207	70	3	.0000
686	207	53	1	.0000
687	207	60	5	.0000
688	207	25	5	.0000
689	207	29	4	.0000
690	207	62	6	.0000
691	207	63	4	.0000
692	207	15	3	.0000
693	207	38	1	.0000
694	207	12	3	.0000
695	207	65	3	.0000
696	207	61	6	.0000
697	207	54	6	.0000
698	208	71	3	.0000
699	208	77	3	.0000
700	208	9	2	.0000
701	209	8	4	.0000
702	209	74	6	.0000
703	209	76	5	.0000
704	209	15	3	.0000
705	209	73	3	.0000
706	209	9	3	.0000
707	209	14	4	.0000
708	209	71	4	.0000
709	209	11	1	.0000
710	209	7	1	.0000
711	209	78	3	.0000
712	209	12	3	.0000
713	209	43	2	.0000
714	209	48	3	.0000
715	209	42	3	.0000
716	209	41	4	.0000
717	209	77	3	.0000
718	209	16	1	.0000
719	210	49	3	.0000
720	211	47	2	.0000
721	211	75	5	.0000
722	211	77	2	.0000
723	211	45	5	.0000
724	211	71	3	.0000
725	211	72	3	.0000
726	211	43	4	.0000
727	211	74	2	.0000
728	211	78	5	.0000
729	211	42	4	.0000
730	212	60	4	.0100
731	212	62	3	.0000
732	212	15	5	.2300
733	212	70	3	.3600
734	212	58	5	.3600
735	213	12	3	.0000
736	213	61	2	.0000
737	213	29	4	.0000
738	213	7	1	.0000
739	213	58	4	.0000
740	213	25	2	.0000
741	213	62	3	.0000
742	213	15	5	.0000
743	213	54	2	.0000
744	213	53	2	.0000
745	213	8	5	.0000
746	213	60	3	.0000
747	213	70	3	.0000
748	213	11	3	.0000
749	214	63	2	.0000
750	214	8	4	.0000
751	214	58	5	.0000
752	214	56	5	.0000
753	214	65	3	.0000
754	214	11	4	.0000
755	214	7	5	.0000
756	214	25	4	.0000
757	214	32	1	.0000
758	214	38	4	.0000
759	214	53	4	.0000
760	214	54	3	.0000
761	214	55	3	.0000
762	214	16	5	.0000
763	214	60	4	.0000
764	214	12	5	.0000
765	215	70	3	.0000
766	215	64	3	.0000
767	215	49	4	.0000
768	215	26	2	.0000
769	215	29	3	.0000
770	215	55	1	.0000
771	215	38	4	.0000
772	215	66	5	.0000
773	215	22	4	.0000
774	215	58	3	.0000
775	215	60	3	.0000
776	215	33	4	.0000
777	215	68	5	.0000
778	215	56	5	.0000
779	215	7	3	.0000
780	215	65	2	.0000
781	215	11	5	.0000
782	215	54	5	.0000
783	215	30	3	.0000
784	215	61	2	.0000
785	215	63	5	.0000
786	215	16	1	.0000
787	215	15	2	.0000
788	215	14	5	.0000
789	215	62	5	.0000
790	215	25	5	.0000
791	215	53	3	.0000
792	215	32	3	.0000
793	216	63	5	.0000
794	217	78	3	.0000
795	217	47	5	.0000
796	217	41	3	.0000
797	217	9	3	.0000
798	217	15	1	.0000
799	217	74	3	.0000
800	217	71	2	.0000
801	217	7	4	.0000
802	217	48	3	.0000
803	217	73	3	.0100
804	217	45	2	.0000
805	217	75	3	.0200
806	217	72	1	.0000
807	217	76	2	.0000
808	217	43	2	.0000
809	217	12	4	.0000
810	217	77	3	.0000
811	217	16	3	.0000
812	217	8	3	.0000
813	217	42	3	.0000
814	217	14	4	.0000
815	218	62	5	.1900
816	218	58	3	.2700
817	218	63	2	.0900
818	218	54	3	.0400
819	218	25	4	.0500
820	218	61	5	.1200
821	218	70	4	.0600
822	218	29	4	.3800
823	219	15	5	.0000
824	219	8	5	.0000
825	219	9	1	.0000
826	219	71	1	.0000
827	219	75	1	.0000
828	219	74	5	.0000
829	219	78	6	.0000
830	219	16	4	.0000
831	219	11	3	.0000
832	219	7	2	.0000
833	220	72	3	.0000
834	220	71	5	.3800
835	221	62	3	.0000
836	221	63	3	.0000
837	221	60	3	.0000
838	221	64	5	.0000
839	221	15	6	.0000
840	221	25	2	.0000
841	221	14	5	.0000
842	221	70	2	.0000
843	221	30	5	.0000
844	221	54	4	.0000
845	221	26	3	.0000
846	221	16	2	.0000
847	221	66	4	.0000
848	221	65	2	.0000
849	221	29	3	.0000
850	221	68	2	.0000
851	221	8	4	.0000
852	221	58	4	.0000
853	221	56	5	.0000
854	221	38	6	.0000
855	221	55	4	.0000
856	221	7	2	.0000
857	221	11	5	.0000
858	221	22	3	.0000
859	221	53	6	.0000
860	221	12	2	.0400
861	222	60	4	.0000
862	222	55	4	.0000
863	222	62	4	.0000
864	222	70	3	.0000
865	222	66	3	.0000
866	222	38	2	.0000
867	222	32	6	.0000
868	222	53	3	.0000
869	222	56	5	.0000
870	222	25	1	.0000
871	222	58	2	.0000
872	222	64	3	.0000
873	222	68	3	.0000
874	223	76	3	.0000
875	223	78	2	.0000
876	223	72	6	.0000
877	223	74	5	.0000
878	223	77	5	.0000
879	223	14	5	.0000
880	223	73	2	.0000
881	223	9	6	.0700
882	224	78	3	.0000
883	225	26	3	.1100
884	225	32	3	.2400
885	225	63	4	.3700
886	225	68	4	.1800
887	225	70	3	.2500
888	225	12	1	.3900
889	225	60	4	.3000
890	225	22	6	.1300
891	225	25	4	.0600
892	225	38	4	.3200
893	225	49	6	.0900
894	225	62	3	.2600
895	225	58	3	.2800
896	225	54	3	.0600
897	225	61	2	.3000
898	225	53	1	.0200
899	225	65	4	.3200
900	226	47	6	.0000
901	226	8	5	.0000
902	226	45	1	.0000
903	226	15	3	.0000
904	226	77	6	.0000
905	226	76	4	.0000
906	226	73	4	.0000
907	226	41	1	.0000
908	226	11	2	.0000
909	226	78	6	.0000
910	226	16	1	.0000
911	226	48	5	.0000
912	226	71	1	.0000
913	226	12	2	.0000
914	226	75	3	.0000
915	226	43	5	.0000
916	226	72	6	.0100
917	226	7	5	.0000
918	226	74	2	.0000
919	226	9	3	.0000
920	226	42	1	.0000
921	226	14	1	.0000
922	227	10	5	.0000
923	227	9	4	.0000
924	228	54	3	.0000
925	228	63	5	.0000
926	228	26	3	.0000
927	228	68	4	.0000
928	228	56	2	.0000
929	228	11	3	.0000
930	228	12	4	.0000
931	228	8	3	.0000
932	228	58	1	.0000
933	228	70	4	.0000
934	228	60	6	.0000
935	228	33	3	.0000
936	228	16	5	.0000
937	228	30	4	.0000
938	228	55	5	.0000
939	228	22	6	.0000
940	228	14	4	.0000
941	228	66	1	.0000
942	228	62	5	.0000
943	228	53	4	.0000
944	228	15	5	.0000
945	229	65	1	.0000
946	230	64	4	.0000
947	230	55	6	.0000
948	230	38	5	.0000
949	230	25	5	.0000
950	230	68	5	.0000
951	230	60	2	.0000
952	230	53	4	.0000
953	230	56	3	.0000
954	230	54	2	.0000
955	230	70	2	.0000
956	230	30	5	.0000
957	230	63	2	.0000
958	230	65	5	.0000
959	230	26	5	.0000
960	231	78	4	.0000
961	231	16	4	.0000
962	232	71	2	.0000
963	232	77	5	.0000
964	232	73	4	.0000
965	232	74	3	.0000
966	232	42	4	.0000
967	232	72	5	.0000
968	232	76	2	.0000
969	232	48	5	.0000
970	232	47	4	.0000
971	232	75	4	.0000
972	232	9	3	.0000
973	232	78	6	.0000
974	232	45	2	.0000
975	233	75	6	.0000
976	233	10	2	.0000
977	233	78	5	.0000
978	233	73	4	.0000
979	233	71	1	.0000
980	233	9	4	.0000
981	233	76	2	.0000
982	233	72	3	.0000
983	233	77	2	.0000
984	234	62	3	.0000
985	234	15	1	.0000
986	234	53	1	.0000
987	234	12	5	.0000
988	234	63	1	.0000
989	234	60	1	.0000
990	234	29	2	.0000
991	234	11	3	.0000
992	234	54	3	.0000
993	234	70	4	.0000
994	234	61	6	.0000
995	234	58	4	.0000
996	234	65	4	.0000
997	235	70	4	.0000
998	236	10	4	.0000
999	236	77	4	.0000
1000	236	75	2	.0000
1001	236	76	4	.0000
1002	236	9	4	.0000
1003	236	78	6	.0000
1004	236	71	5	.0000
1005	237	12	3	.0000
1006	237	11	3	.0000
1007	237	48	2	.0000
1008	237	14	2	.0000
1009	237	16	1	.0000
1010	237	47	5	.0000
1011	237	43	4	.0000
1012	237	71	3	.0000
1013	237	78	2	.0000
1014	237	45	1	.0000
1015	237	75	5	.0000
1016	237	72	2	.0000
1017	237	76	2	.0000
1018	237	7	1	.0000
1019	237	8	5	.0000
1020	238	58	5	.0000
1021	238	70	3	.0000
1022	238	60	2	.0000
1023	238	62	5	.0000
1024	238	15	3	.0000
1025	239	16	6	.0000
1026	239	72	5	.0000
1027	239	78	2	.0000
1028	239	77	3	.0000
1029	239	75	2	.0000
1030	239	9	5	.0000
1031	239	15	4	.0000
1032	239	7	3	.0000
1033	239	71	5	.0000
1034	239	76	6	.0000
1035	239	8	4	.0000
1036	239	11	4	.0000
1037	239	74	3	.0000
1038	239	12	5	.0000
1039	240	70	5	.0300
1040	240	68	3	.0000
1041	240	55	2	.0000
1042	240	16	4	.0000
1043	240	12	2	.0000
1044	240	54	6	.0000
1045	240	7	4	.0000
1046	240	25	4	.0000
1047	240	11	2	.0000
1048	240	53	2	.0000
1049	240	8	4	.0000
1050	240	60	2	.0000
1051	240	15	3	.0700
1052	240	64	5	.0000
1053	240	29	5	.0000
1054	240	32	5	.0000
1055	240	56	5	.0000
1056	240	58	2	.0000
1057	240	14	6	.0000
1058	240	65	2	.0000
1059	240	38	6	.0000
1060	240	26	5	.0000
1061	240	62	3	.0000
1062	240	61	2	.0000
1063	240	22	4	.0000
1064	240	49	5	.0000
1065	240	63	3	.0000
1066	240	66	6	.0000
1067	241	16	6	.0000
1068	241	61	5	.0000
1069	241	65	2	.0000
1070	241	38	5	.0000
1071	241	60	2	.0000
1072	241	55	3	.0000
1073	241	53	2	.0000
1074	241	32	2	.0000
1075	241	58	2	.0000
1076	241	70	2	.0000
1077	241	62	4	.0000
1078	241	63	6	.0000
1079	241	54	5	.0000
1080	242	71	4	.0000
1081	242	10	3	.0000
1082	242	72	5	.0000
1083	242	76	2	.0000
1084	242	9	4	.0000
1085	242	77	6	.0000
1086	242	73	1	.0000
1087	242	78	6	.0000
1088	242	75	1	.0000
1089	243	72	2	.0000
1090	243	73	4	.0000
1091	243	11	2	.0000
1092	243	71	5	.0000
1093	243	76	5	.0000
1094	243	9	5	.0000
1095	243	15	2	.0000
1096	243	8	5	.0000
1097	243	7	5	.0000
1098	243	75	5	.0000
1099	244	14	2	.0000
1100	244	78	2	.0000
1101	244	74	1	.0000
1102	244	41	4	.0000
1103	244	48	5	.0000
1104	244	15	3	.0000
1105	244	71	3	.0000
1106	244	73	3	.0000
1107	244	77	3	.0000
1108	244	76	5	.0000
1109	244	75	2	.0000
1110	244	11	5	.0000
1111	244	47	3	.0000
1112	244	43	2	.0000
1113	244	12	6	.0000
1114	244	45	2	.0000
1115	244	16	2	.0000
1116	244	8	5	.0000
1117	244	9	5	.0000
1118	244	42	4	.0000
1119	245	7	4	.0000
1120	246	56	2	.0000
1121	246	25	4	.0000
1122	246	32	4	.0000
1123	246	63	1	.0000
1124	246	60	1	.0000
1125	246	55	1	.0000
1126	246	53	1	.0000
1127	246	61	3	.0000
1128	246	29	3	.0000
1129	246	38	3	.0000
1130	246	62	3	.0000
1131	246	58	4	.0000
1132	247	70	3	.0000
1133	247	25	3	.0000
1134	247	53	5	.0000
1135	247	63	2	.0000
1136	247	65	3	.0000
1137	247	38	6	.0000
1138	247	62	1	.0000
1139	247	58	3	.0000
1140	247	29	3	.0000
1141	247	55	6	.0000
1142	247	61	2	.0000
1143	248	75	3	.0000
1144	248	77	4	.0000
1145	248	9	5	.1200
1146	248	78	4	.0000
1147	248	15	5	.0000
1148	248	14	3	.0000
1149	248	12	2	.0000
1150	248	72	6	.0000
1151	248	74	3	.0000
1152	248	73	1	.0000
1153	248	76	4	.0000
